SONG_ID,Clean_Lyrics,Word_Count,Unique_Word_Count,Repetition_Score,Average_Line_Length,Vocabulary_Diversity,Title_Repetition,Explicit_Word_Count,Sentiment_Score,Positive_Score,Negative_Score,Emotional_Intensity
7qiZfU4dY1lWllzX7mPBI3,"the club isn't the best place to find a lover
so the bar is where i go (mm-mm)
me and my friends at the table doing shots
drinking fast, and then we talk slow (mm-mm)
you come over and start up a conversation with just me
and trust me, i'll give it a chance now (mm-mm)
take my hand, stop, put ""van the man"" on the jukebox
and then we start to dance
and now i'm singing like

girl, you know i want your love
your love was handmade for somebody like me
come on now, follow my lead
i may be crazy, don't mind me
say, ""boy, let's not talk too much
grab on my waist and put that body on me""
come on now, follow my lead
come, come on now, follow my lead
(mm-mm)

i'm in love with the shape of you
we push and pull like a magnet do
although my heart is falling too
i'm in love with your body
last night you were in my room
and now my bed sheets smell like you
every day discovering something brand new
oh, i'm in love with your body

oh i, oh i, oh i, oh i
oh, i'm in love with your body
oh i, oh i, oh i, oh i
oh, i'm in love with your body
oh i, oh i, oh i, oh i
oh, i'm in love with your body
every day discovering something brand new
i'm in love with the shape of you

one week in we let the story begin
we're going out on our first date (mm-mm)
but you and me are thrifty, so go all-you-can-eat
fill up your bag, and i fill up a plate (mm-mm)

we talk for hours and hours about the sweet and the sour
and how your family is doing okay (mm-mm)
and leave and get in a taxi, then kiss in the back seat
tell the driver make the radio play
and i'm singing like

girl, you know i want your love
your love was handmade for somebody like me
come on now, follow my lead
i may be crazy, don't mind me
say, ""boy, let's not talk too much
grab on my waist and put that body on me""
come on now, follow my lead
come, come on now, follow my lead
(mm-mm)

i'm in love with the shape of you
we push and pull like a magnet do
although my heart is falling too
i'm in love with your body
last night you were in my room
and now my bed sheets smell like you
every day discovering something brand new
oh, i'm in love with your body

oh i, oh i, oh i, oh i
oh, i'm in love with your body
oh i, oh i, oh i, oh i
oh, i'm in love with your body
oh i, oh i, oh i, oh i
oh, i'm in love with your body
every day discovering something brand new
i'm in love with the shape of you

come on, be my baby, come on
come on, be my baby, come on
come on, be my baby, come on
come on, be my baby, come on
come on, be my baby, come on
come on, be my baby, come on
come on, be my baby, come on
come on, be my baby, come on

i'm in love with the shape of you
we push and pull like a magnet do
although my heart is falling too
i'm in love with your body
last night you were in my room
and now my bed sheets smell like you
every day discovering something brand new
oh, i'm in love with your body

come on, be my baby, come on
come on, be my baby, come on (i'm in love with your body)
come on, be my baby, come on
come on, be my baby, come on (oh, i'm in love with your body)
come on, be my baby, come on
come on, be my baby, come on (i'm in love with your body)
every day discovering something brand new
i'm in love with the shape of you",693,153,0.7792,7.5326,0.2208,6,0,0.9995,0.218,0.017,0.9995
6habFhsOp2NvshLv26DqMb,"ay (fonsi, dy)
(oh, oh) oh, no, oh no (oh)
hey, yeah, diri-diri-diriridi, daddy, go!

sí, sabes que ya llevo un rato mirándote
tengo que bailar contigo hoy (dy)
vi que tu mirada ya estaba llamándome
muéstrame el camino, que yo voy (oh)

tú, tú eres el imán y yo soy el metal
me voy acercando y voy armando el plan
solo con pensarlo se acelera el pulso (oh, yeah)

ya, ya me estás gustando más de lo normal
todos mis sentidos van pidiendo más
esto hay que tomarlo sin ningún apuro

despacito
quiero respirar tu cuello despacito
deja que te diga cosas al oído
para que te acuerdes si no estás conmigo
despacito
quiero desnudarte a besos, despacito
firmar las paredes de tu laberinto
y hacer de tu cuerpo todo un manuscrito (sube, sube, sube)
sube, sube (oh)

quiero ver bailar tu pelo, quiero ser tu ritmo
que le enseñes a mi boca tus lugares favoritos
(favoritos, favoritos, baby)
déjame sobrepasar tus zonas de peligro
hasta provocar tus gritos y que olvides tu apellido

si te pido un beso, ven, dámelo
yo sé que estás pensándolo
llevo tiempo intentándolo
mami, esto es dando y dándolo
sabes que tu corazón conmigo te hace bam-bam
sabes que esa beba está buscando de mi bam-bam

ven, prueba de mi boca para ver cómo te sabe
quiero, quiero, quiero ver cuánto amor a ti te cabe
yo no tengo prisa, yo me quiero dar el viaje
empezamos lento, después salvaje

pasito a pasito, suave, suavecito
nos vamos pegando poquito a poquito
cuando tú me besas con esa destreza
veo que eres malicia con delicadeza

pasito a pasito, suave, suavecito
nos vamos pegando poquito a poquito
y es que esa belleza es un rompecabezas
pero pa' montarlo, aquí tengo la pieza, oye

despacito
quiero respirar tu cuello despacito
deja que te diga cosas al oído
para que te acuerdes si no estás conmigo
despacito
quiero desnudarte a besos despacito
firmar las paredes de tu laberinto
y hacer de tu cuerpo todo un manuscrito (sube, sube, sube)
sube, sube (oh)

quiero ver bailar tu pelo, quiero ser tu ritmo
que le enseñes a mi boca tus lugares favoritos
(favoritos, favoritos, baby)
déjame sobrepasar tus zonas de peligro
hasta provocar tus gritos y que olvides tu apellido

despacito
vamo' a hacerlo en una playa en puerto rico
hasta que las olas griten: ""¡ay, bendito!""
para que mi sello se quede contigo (báilalo)

pasito a pasito, suave, suavecito
nos vamos pegando poquito a poquito
que le enseñes a mi boca tus lugares favoritos
(favoritos, favoritos, baby)

pasito a pasito, suave, suavecito
nos vamos pegando poquito a poquito
hasta provocar tus gritos y que olvides tu apellido (dy)
despacito",451,198,0.561,6.3521,0.439,10,0,0.8619,0.044,0.026,0.8619
3e9HZxeyfWwjeyPAMmWSSQ,"thought i'd end up with sean
but he wasn't a match
wrote some songs about ricky
now i listen and laugh
even almost got married
and for pete, i'm so thankful
wish i could say ""thank you"" to malcolm
'cause he was an angel

one taught me love
one taught me patience
and one taught me pain
now, i'm so amazing
say i've loved and i've lost
but that's not what i see
so, look what i got
look at what you taught me
and for that, i say

thank you, next (next)
thank you, next (next)
thank you, next
i'm so grateful for my ex

thank you, next (next)
thank you, next (next)
thank you, next (next)
i'm so

spend more time with my friends
i ain't worried 'bout nothin'
plus, i met someone else
we're havin' better discussions
i know they say i move on too fast
but this one gon' last
'cause her name is ari
and i'm so good with that (so good with that)

she taught me love (love)
she taught me patience (patience)
she handles pain (pain)
that amazing (yeah, she's amazing)
i've loved and i've lost (yeah, yeah)
but that's not what i see (yeah, yeah)
'cause look what i've found (yeah, yeah)
ain't no need for searching
and for that, i say

thank you, next (thank you, next)
thank you, next (thank you, next)
thank you, next (thank you)
i'm so grateful for my ex
thank you, next (thank you, next)
thank you, next (said thank you, next)
thank you, next (next)
i'm so grateful for my ex

thank you, next
thank you, next
thank you, next
i'm so

one day i'll walk down the aisle
holding hands with my mama
i'll be thanking my dad
'cause she grew from the drama
only wanna do it once, real bad
gon' make that last
god forbid something happens
least this song is a smash (song is a smash)

i've got so much love (love)
got so much patience (patience)
i've learned from the pain (pain)
i turned out amazing (turned out amazing)
i've loved and i've lost (yeah, yeah)
but that's not what i see (yeah, yeah)
'cause look what i've found (yeah, yeah)
ain't no need for searching
and for that, i'll say

thank you, next (thank you, next)
thank you, next (thank you, next)
thank you, next
i'm so grateful for my ex
thank you, next (thank you, next)
thank you, next (said thank you, next)
thank you, next (next)
i'm so grateful for my ex

thank you, next
thank you, next
thank you, next
yeah, yee
thank you, next
thank you, next
thank you, next
yeah, yee",447,157,0.6488,5.1379,0.3512,0,0,0.9998,0.435,0.056,0.9998
2VxeLyX666F8uXCJ0dZF8B,"tell me something, girl
are you happy in this modern world?
or do you need more?
is there something else you're searchin' for?

i'm falling
in all the good times, i find myself longin' for change
and in the bad times, i fear myself

tell me something, boy
aren't you tired trying to fill that void?
or do you need more?
ain't it hard keeping it so hardcore?

i'm falling
in all the good times, i find myself longing for change
and in the bad times, i fear myself

i'm off the deep end, watch as i dive in
i'll never meet the ground
crash through the surface, where they can't hurt us
we're far from the shallow now

in the sha-ha, sha-ha-llow
in the sha-ha-sha-la-la-la-llow
in the sha-ha, sha-ha-llow
we're far from the shallow now

oh, ha-ah-ah
ah, ha-ah-ah, oh, ah
ha-ah-ah-ah

i'm off the deep end, watch as i dive in
i'll never meet the ground
crash through the surface, where they can't hurt us
we're far from the shallow now

in the sha-ha, sha-ha-llow
in the sha-ha-sha-la-la-la-llow
in the sha-ha, sha-ha-llow
we're far from the shallow now",190,84,0.5579,5.7576,0.4421,4,0,-0.6492,0.088,0.112,0.6492
6DCZcSspjsKoFjzjrWoCdn,"and, they wishin' and wishin' and wishin' and wishin'
they wishin' on me, yeah
i been movin' calm, don't start no trouble with me
tryna keep it peaceful is a struggle for me
don't pull up at 6 am to cuddle with me
you know how i like it when you lovin' on me
i don't wanna die for them to miss me
yes, i see the things that they wishin' on me
hope i got some brothers that outlive me
they gon' tell the story, shit was different with me
god's plan, god's plan
i hold back, sometimes i won't, yeahh
i feel good, sometimes i don't, ayy, don't
i finessed down weston road, ayy, 'nessed
might go down a g-o-d, yeah, wait
i go hard on southside g, yeah, way
i make sure that north side eat
and still
bad things
it's a lot of bad things
that they wishin' and wishin' and wishin' and wishin'
they wishin' on me
bad things
it's a lot of bad things
that they wishin' and wishin' and wishin' and wishin'
they wishin' on me
yeah, ayy, ayy (ayy)
she say, ""do you love me?"" i tell her, ""only partly
i only love my bed and my momma, i'm sorry""
fifty dub, i even got it tatted on me
81, they'll bring the crashers to the party
and you know me
turn a o2 into the o3, dog
without 40, oli', there'd be no me
'magine if i never met the broskis
god's plan, god's plan
i can't do this on my own, ayy, no, ayy
someone watchin' this shit close, yep, close
i've been me since scarlett road, ayy, road, ayy
might go down as g-o-d, yeah, wait
i go hard on southside g, ayy, way
i make sure that north side eat, yuh
and still
bad things
it's a lot of bad things
that they wishin' and wishin' and wishin' and wishin'
they wishin' on me
yeah, yeah
bad things
it's a lot of bad things
that they wishin' and wishin' and wishin' and wishin'
they wishin' on me
yeah",350,150,0.5714,6.6038,0.4286,4,2,0.5996,0.132,0.116,0.5996
2Fxmhks0bxGSBdJ92vM42m,"white shirt now red, my bloody nose
sleepin', you're on your tippy toes
creepin' around like no one knows
think you're so criminal

bruises on both my knees for you
don't say thank you or please
i do what i want when i'm wanting to
my soul, so cynical

so you're a tough guy
like it really rough guy
just can't get enough guy
chest always so puffed guy
i'm that bad type
make your mama sad type
make your girlfriend mad tight
might seduce your dad type
i'm the bad guy
duh

i'm the bad guy

i like it when you take control
even if you know that you don't
own me, i'll let you play the role
i'll be your animal

my mommy likes to sing along with me
but she won't sing this song
if she reads all the lyrics
she'll pity the men i know

so you're a tough guy
like it really rough guy
just can't get enough guy
chest always so puffed guy
i'm that bad type
make your mama sad type
make your girlfriend mad tight
might seduce your dad type
i'm the bad guy
duh

i'm the bad guy

duh

i'm only good at bein' bad, bad

i like when you get mad
i guess i'm pretty glad that you're alone
you said she's scared of me?
i mean, i don't see what she sees
but maybe it's 'cause i'm wearing your cologne

i'm a bad guy

i'm-i'm a bad guy
bad guy, bad guy
i'm a bad-",256,124,0.5156,5.2245,0.4844,8,0,-0.9967,0.089,0.276,0.9967
0VjIjW4GlUZAMYd2vXMi3b,"yeah

i've been tryna call
i've been on my own for long enough
maybe you can show me how to love, maybe
i'm going through withdrawals
you don't even have to do too much
you can turn me on with just a touch, baby

i look around and
sin city's cold and empty (oh)
no one's around to judge me (oh)
i can't see clearly when you're gone

i said, ooh, i'm blinded by the lights
no, i can't sleep until i feel your touch
i said, ooh, i'm drowning in the night
oh, when i'm like this, you're the one i trust
(hey, hey, hey)

i'm running out of time
'cause i can see the sun light up the sky
so i hit the road in overdrive, baby, oh

the city's cold and empty (oh)
no one's around to judge me (oh)
i can't see clearly when you're gone

i said, ooh, i'm blinded by the lights
no, i can't sleep until i feel your touch
i said, ooh, i'm drowning in the night
oh, when i'm like this, you're the one i trust

i'm just walking by to let you know (by to let you know)
i can never say it on the phone (say it on the phone)
will never let you go this time (ooh)

i said, ooh, i'm blinded by the lights
no, i can't sleep until i feel your touch
(hey, hey, hey)

(hey, hey, hey)

i said, ooh, i'm blinded by the lights
no, i can't sleep until i feel your touch",259,106,0.5907,7.4,0.4093,0,0,0.5972,0.064,0.058,0.5972
2YpeDb67231RjR0MgVLzsG,"oh, oh-oh
oh

yeah, i'm gon' take my horse to the old town road
i'm gonna ride 'til i can't no more
i'm gon' take my horse to the old town road
i'm gon' (kio, kio) ride 'til i can't no more

i got the horses in the back
horse tack is attached
hat is matte black
got the boots that's black to match
riding on a horse, ha
you can whip your porsche
i been in the valley
you ain't been up off that porch now

can't nobody tell me nothing
you can't tell me nothing
can't nobody tell me nothing
you can't tell me nothing

riding on a tractor
lean all in my bladder
cheated on my baby
you can go and ask her
my life is a movie
bull-riding and boobies
cowboy hat from gucci
wrangler on my booty

can't nobody tell me nothing
you can't tell me nothing
can't nobody tell me nothing
you can't tell me nothing

yeah, i'm gonna take my horse to the old town road
i'm gonna ride 'til i can't no more
i'm gonna take my horse to the old town road
i'm gonna ride 'til i can't no more

hat down, 'cross town, living like a rockstar
spent a lot of money on my brand-new guitar
baby's got a habit, diamond rings and fendi sports bras
ridin' down rodeo in my maserati sports car

got no stress, i've been through all that
i'm like a marlboro man, so i kick on back
wish i could roll on back to that old town road
i wanna ride 'til i can't no more

yeah, i'm gonna take my horse to the old town road
i'm gonna ride 'til i can't no more
i'm gonna take my horse to the old town road
i'm gonna ride 'til i can't no more",308,112,0.6364,6.6957,0.3636,7,0,0.9635,0.098,0.016,0.9635
6UelLqGlWMcVH1E5c4H7lY,"tastes like strawberries
on a summer evenin'
and it sounds just like a song

i want more berries
and that summer feelin'
it's so wonderful and warm

breathe me in
breathe me out
i don't know if i could ever go without
i'm just thinking out loud
i don't know if i could ever go without

watermelon sugar
high
watermelon sugar
high
watermelon sugar
high
watermelon sugar high
watermelon sugar

strawberries
on a summer evenin'
baby, you're the end of june

i want your belly
and that summer feelin'
getting washed away in you

breathe me in
breathe me out
i don't know if i could ever go without

watermelon sugar
high
watermelon sugar
high
watermelon sugar
high
watermelon sugar high

watermelon sugar
high
watermelon sugar
high
watermelon sugar
high
watermelon sugar high

i just wanna taste it
i just wanna taste it
watermelon sugar high

tastes like strawberries
on a summer evenin'
and it sounds just like a song

i want your belly
and that summer feelin'
i don't know if i could ever go without

watermelon sugar
high
watermelon sugar
high
watermelon sugar (sugar)
high
watermelon sugar high (sugar)

watermelon sugar
high
watermelon sugar
high
watermelon sugar
high
watermelon sugar high

i just wanna taste it
i just wanna taste it
watermelon sugar high

i just wanna taste it
i just wanna taste it
watermelon sugar high
watermelon sugar",231,54,0.7662,3.2083,0.2338,25,0,0.9502,0.086,0.0,0.9502
5nujrmhLynf4yMoMtj8AQF,"if you wanna run away with me, i know a galaxy
and i can take you for a ride
i had a premonition that we fell into a rhythm
where the music don't stop for life
glitter in the sky, glitter in my eyes
shining just the way i like
if you're feeling like you need a little bit of company
you met me at the perfect time

you want me, i want you, baby
my sugarboo, i'm levitating
the milky way, we're renegading
yeah, yeah, yeah, yeah, yeah

i got you, moonlight, you're my starlight
i need you all night, come on, dance with me
i'm levitating
you, moonlight, you're my starlight (you're the moonlight)
i need you all night, come on, dance with me
i'm levitating

i believe that you're for me, i feel it in our energy
i see us written in the stars
we can go wherever, so let's do it now or never, baby
nothing's ever, ever too far
glitter in the sky, glitter in our eyes
shining just the way we are
i feel like we're forever, every time we get together
but whatever, let's get lost on mars

you want me, i want you, baby
my sugarboo, i'm levitating
the milky way, we're renegading
yeah, yeah, yeah, yeah, yeah

i got you, moonlight, you're my starlight
i need you all night, come on, dance with me
i'm levitating
you, moonlight, you're my starlight (you're the moonlight)
i need you all night, come on, dance with me
i'm levitating (whoo)

you can fly away with me tonight
you can fly away with me tonight
baby, let me take you for a ride
yeah, yeah, yeah, yeah, yeah
i'm levitating (whoo)

you can fly away with me tonight
you can fly away with me tonight
baby, let me take you for a ride
yeah, yeah, yeah, yeah, yeah (whoo)

my love is like a rocket, watch it blast off
and i'm feeling so electric, dance my arse off
and even if i wanted to, i can't stop
yeah, yeah, yeah, yeah, yeah

my love is like a rocket, watch it blast off
and i'm feeling so electric, dance my arse off
and even if i wanted to, i can't stop
yeah, yeah, yeah, yeah, yeah

you want me, i want you, baby
my sugarboo, i'm levitating
the milky way, we're renegading

i got you (yeah), moonlight, you're my starlight
i need you all night (all night), come on, dance with me
i'm levitating (whoo)

you can fly away with me tonight (tonight)
you can fly away with me tonight
baby, let me take you for a ride
yeah, yeah, yeah, yeah, yeah (take you for a ride)
i'm levitating (whoo)

you can fly away with me tonight (tonight)
you can fly away with me tonight
baby, let me take you for a ride
yeah, yeah, yeah, yeah, yeah (let me take you for a ride)

i got you, moonlight, you're my starlight (you are my starlight)
i need you all night, come on, dance with me (come on, dance with me, baby)
i'm levitating
you, moonlight, you're my starlight (you're the moonlight)
i need you all night, come on, dance with me
i'm levitating",539,133,0.7532,7.2838,0.2468,12,0,0.9988,0.228,0.019,0.9988
4Oun2ylbjFKMPTiaSbbCih,"whores in this house
there's some whores in this house
there's some whores in this house
there's some whores in this house (hol' up)
i said certified freak, seven days a week
wet ass pussy, make that pullout game weak, woo! (ah)

yeah, yeah, yeah, yeah
yeah, you fucking with some wet ass pussy
bring a bucket and a mop for this wet ass pussy
give me everything you got for this wet ass pussy

beat it up, nigga, catch a charge
extra large, and extra hard
put this pussy right in yo' face
swipe your nose like a credit card
hop on top, i want a ride
i do a kegel while it's inside
spit in my mouth, look at my eyes
this pussy is wet, come take a dive

tie me up like i'm surprised
let's role-play, i wear a disguise
i want you to park that big mack truck right in this little garage
make it cream, make me scream
out in public, make a scene
i don't cook, i don't clean
but let me tell you, i got this ring (ayy, ayy)

gobble me, swallow me, drip down the side of me (yeah)
quick, jump out 'fore you let it get inside of me (yeah)
i tell him where to put it, never tell him where i'm 'bout to be
i run down on him 'fore i have a nigga running me

talk yo' shit, bite your lip
ask for a car while you ride that dick (while you ride that dick)
you ain't never gotta fuck him for a thing
he already made his mind up 'fore he came

now get your boots and your coat for this wet ass pussy
he bought a phone just for pictures of this wet ass pussy
pay my tuition just to kiss me on this wet ass pussy
now make it rain if you wanna see some wet ass pussy

look, i need a hard hitter, i need a deep stroke
i need a henny drink, i need a weed smoker
not a garden snake, i need a king cobra
with a hook in it, hope it lean over

he got some money, then that's where i'm headed
pussy a-1, just like his credit
he got a beard, well, i'm tryna wet it
i let him taste it, and now he diabetic
i don't wanna spit, i wanna gulp
i wanna gag, i wanna choke
i want you to touch that lil' dangly thing that swing in the back of my throat

my head game is fire, punani dasani
it's going in dry, and it's coming out soggy
i ride on that thing like the cops is behind me (yuh, ah)
i spit on his mic' and now he tryna sign me, woo

your honor, i'm a freak bitch, handcuffs, leashes
switch my wig, make him feel like he cheating
put him on his knees, give him some' to believe in
never lost a fight, but i'm looking for a beating

in the food chain, i'm the one that eat ya
if he ate my ass, he's a bottom feeder
big d stand for big demeanor
i could make ya bust before i ever meet ya

if it don't hang, then he can't bang
you can't hurt my feelings, but i like pain
if he fuck me and ask, ""whose is it?""
when i ride the dick, i'ma spell my name, ah

(whores in this house)
yeah, yeah, yeah
yeah, you fucking with some wet ass pussy
bring a bucket and a mop for this wet ass pussy
give me everything you got for this wet ass pussy

now from the top, make it drop, that's some wet ass pussy
now get a bucket and a mop, that's some wet ass pussy
i'm talking wap, wap, wap, that's some wet ass pussy
macaroni in a pot, that's some wet ass pussy, huh

there's some whores in this house
there's some whores in this house
there's some whores in this house
there's some whores in this house
there's some whores in this house
there's some whores in this house

there's some whores in this house
there's some whores in this house
there's some whores in this house
there's some whores in this house
there's some whores in this house
there's some whores-",723,280,0.6127,8.5059,0.3873,3,43,-0.9995,0.089,0.237,0.9995
1SC5rEoYDGUK4NfG82494W,"i caught it bad yesterday
you hit me with a call to your place
ain't been out in a while anyway
was hoping i could catch you throwing smiles in my face

romantic talking? you don't even have to try
you're cute enough to fuck with me tonight
looking at the table all i see is weed and white
baby, you living the life, but nigga, you ain't livin' right

cocaine and drinking with your friends
you live in the dark, boy, i cannot pretend
i'm not fazed, only here to sin
if eve ain't in your garden, you know that you can

call me when you want, call me when you need
call me in the morning, i'll be on the way
call me when you want, call me when you need
call me out by your name, i'll be on the way like

mmm, mmm, mmm, mmm
mmm, mmm, mmm, mmm

ayy, ayy
i wanna sell what you're buying
i wanna feel on your ass in hawaii
i want that jet lag from fucking and flying
shoot a child in your mouth while i'm riding

oh, oh, oh, why me?
a sign of the times every time that i speak
a dime and a nine, it was mine every week
what a time, an incline, god was shining on me

now i can't leave
and now i'm acting hella elite
never want the niggas that's in my league
i wanna fuck the ones i envy, i envy

cocaine and drinking with your friends
you live in the dark, boy, i cannot pretend
i'm not fazed, only here to sin
if eve ain't in your garden, you know that you can

call me when you want, call me when you need
call me in the morning, i'll be on the way
call me when you want, call me when you need
call me out by your name, i'll be on the way like

oh, call me by your name (mmm, mmm, mmm)
tell me you love me in private
call me by your name (mmm, mmm, mmm)
i do not care if you lying

well, i'm just feeling, mm-uh
i wanna get, mm-uh
i'm in my, into my, uh
i'm mm, mm
i'm still, mm, mm-mm, ooh",378,161,0.5741,7.875,0.4259,0,4,-0.7552,0.113,0.104,0.7552
5wANPM4fQCJwkGd4rN57mH,"i got my driver's license last week
just like we always talked about
'cause you were so excited for me
to finally drive up to your house
but today, i drove through the suburbs
crying 'cause you weren't around

and you're probably with that blonde girl
who always made me doubt
she's so much older than me
she's everything i'm insecure about
yeah, today i drove through the suburbs
'cause how could i ever love someone else?

and i know we weren't perfect
but i've never felt this way for no one
and i just can't imagine how you could be so okay now that i'm gone
guess you didn't mean what you wrote in that song about me
'cause you said forever, now i drive alone past your street

and all my friends are tired
of hearing how much i miss you, but
i kinda feel sorry for them
'cause they'll never know you the way that i do
yeah, today i drove through the suburbs
and pictured i was driving home to you

and i know we weren't perfect
but i've never felt this way for no one, oh
and i just can't imagine how you could be so okay now that i'm gone
i guess you didn't mean what you wrote in that song about me
'cause you said forever, now i drive alone past your street

red lights, stop signs
i still see your face in the white cars, front yards
can't drive past the places we used to go to
'cause you know i still love you, babe (ooh, ooh-ooh, ooh-ooh)
sidewalks we crossed
i still hear your voice in the traffic
we're laughing over all the noise
god, i'm so blue, know we're through
but you know i still love you, babe (ooh, ooh-ooh, ooh-ooh)

i know we weren't perfect
but i've never felt this way for no one
and i just can't imagine how you could be so okay now that i'm gone
guess you didn't mean what you wrote in that song about me
'cause you said forever, now i drive alone past your street

yeah, you said forever, now i drive alone past your street",364,136,0.6264,8.4651,0.3736,0,0,0.518,0.116,0.118,0.518
567e29TDzLwZwfDuEpGTwo,"i do the same thing i told you that i never would
i told you i'd change, even when i knew i never could
i know that i can't find nobody else as good as you
i need you to stay, need you to stay, hey (oh)

i get drunk, wake up, i'm wasted still
i realize the time that i wasted here
i feel like you can't feel the way i feel
oh, i'll be f- up if you can't be right here

oh, ooh-woah (oh, ooh-woah, ooh-woah)
oh, ooh-woah (oh, ooh-woah, ooh-woah)
oh, ooh-woah (oh, ooh-woah, ooh-woah)
oh, i'll be f- up if you can't be right here

i do the same thing i told you that i never would
i told you i'd change, even when i knew i never could
i know that i can't find nobody else as good as you
i need you to stay, need you to stay, hey

i do the same thing i told you that i never would
i told you i'd change, even when i knew i never could
i know that i can't find nobody else as good as you
i need you to stay, need you to stay, hey

when i'm away from you, i miss your touch (ooh)
you're the reason i believe in love
it's been difficult for me to trust (ooh)
and i'm afraid that i'ma f- it up
ain't no way that i can leave you stranded
'cause you ain't ever left me empty-handed
and you know that i know that i can't live without you
so, baby, stay

oh, ooh-woah (oh, ooh-woah, ooh-woah)
oh, ooh-woah (oh, ooh-woah, ooh-woah)
oh, ooh-woah (oh, ooh-woah, ooh-woah)
i'll be f- up if you can't be right here

i do the same thing i told you that i never would
i told you i'd change, even when i knew i never could
i know that i can't find nobody else as good as you
i need you to stay, need you to stay, hey

i do the same thing i told you that i never would
i told you i'd change, even when i knew i never could
i know that i can't find nobody else as good as you
i need you to stay, need you to stay, hey

woah-oh
i need you to stay, need you to stay, hey",394,89,0.7741,9.381,0.2259,13,0,0.923,0.063,0.034,0.923
1Qrg8KqiBpW07V7PNxwwwL,"i'm still a fan even though i was salty
hate to see you with some other broad, know you happy
hate to see you happy if i'm not the one driving

i'm so mature, i'm so mature
i'm so mature, i got me a therapist to tell me there's other men
i don't want none, i just want you
if i can't have you, no one should
i might

i might kill my ex, not the best idea
his new girlfriend's next, how'd i get here?
i might kill my ex, i still love him though
rather be in jail than alone

i get the sense that it's a lost cause
i get the sense that you might really love her
the text gon' be evidence, this text is evidence
i tried to ration with you, no murders or crimes of passion, but damn

you was out of reach
you was at the farmer's market with your perfect peach
now i'm in the basement, planning home invasion
now you laying face-down, got me singing over a beat

i'm so mature, i'm so mature
i'm so mature, i got me a therapist to tell me there's other men
i don't want none, i just want you
if i can't have you, no one will
(i might)

i might kill my ex, not the best idea
his new girlfriend's next, how'd i get here?
i might kill my ex, i still love him though
rather be in jail than alone

i did it all for love (love)
i did it all on no drugs (drugs)
i did all of this sober
i did it all for us, oh

i did it all for love (love)
i did it all of this on no drugs (drugs)
i did all of this sober
don't you know i did it all for us? (i'll kill your ass tonight)

uh, i just killed my ex (my ex)
not the best idea (idea)
killed his girlfriend next, how'd i get here?
i just killed my ex (my ex)
i still love him, though (i do)
rather be in hell than alone",354,131,0.6299,8.2326,0.3701,0,3,-0.9451,0.167,0.197,0.9451
4Dvkj6JhhA12EX05fT7y2e,"come on, harry, we wanna say ""good night"" to you!

holding me back
gravity's holding me back
i want you to hold out the palm of your hand
why don't we leave it at that?

nothing to say
when everything gets in the way
seems you cannot be replaced
and i'm the one who will stay
oh-oh-oh

in this world
it's just us
you know it's not the same as it was

in this world
it's just us
you know it's not the same as it was

as it was
as it was
you know it's not the same

answer the phone
harry, you're no good alone
why are you sitting at home on the floor?
what kind of pills are you on?

ringing the bell
and nobody's coming to help
your daddy lives by himself
he just wants to know that you're well
oh-oh-oh

in this world
it's just us
you know it's not the same as it was

in this world
it's just us
you know it's not the same as it was

as it was
as it was
you know it's not the same

go home, get ahead, light-speed internet
i don't wanna talk about the way that it was
leave america, two kids follow her
i don't wanna talk about who's doing it first

hey!

as it was
you know it's not the same as it was
as it was
as it was",237,102,0.5696,5.1522,0.4304,12,0,0.8911,0.065,0.015,0.8911
0V3wPSX9ygBnCm8psDIegu,"i have this thing where i get older, but just never wiser
midnights become my afternoons
when my depression works the graveyard shift
all of the people i've ghosted stand there in the room

i should not be left to my own devices
they come with prices and vices
i end up in crises
tale as old as time
i wake up screaming from dreaming
one day i'll watch as you're leaving
'cause you got tired of my scheming
for the last time

it's me
hi!
i'm the problem, it's me
at teatime
everybody agrees
i'll stare directly at the sun, but never in the mirror
it must be exhausting always rooting for the anti-hero

sometimes i feel like everybody is a sexy baby
and i'm a monster on the hill
too big to hang out
slowly lurching toward your favorite city
pierced through the heart but never killed

did you hear my covert narcissism
i disguise as altruism?
like some kind of congressman
tale as old as time
i wake up screaming from dreaming
one day, i'll watch as you're leaving
and life will lose all its meaning
for the last time

it's me
hi!
i'm the problem, it's me (i'm the problem, it's me)
at teatime
everybody agrees
i'll stare directly at the sun, but never in the mirror
it must be exhausting always rooting for the anti-hero

i have this dream my daughter-in-law kills me for the money
she thinks i left them in the will
the family gathers 'round and reads it
and then someone screams out
""she's laughing up at us from hell!""

it's me
hi!
i'm the problem, it's me
it's me
hi!
i'm the problem, it's me

it's me
hi!
everybody agrees
everybody agrees

it's me
hi! (hi!)
i'm the problem, it's me (i'm the problem, it's me)
at teatime
everybody agrees (everybody agrees)
i'll stare directly at the sun, but never in the mirror
it must be exhausting always rooting for the anti-hero",331,148,0.5529,5.4262,0.4471,3,1,-0.9866,0.11,0.183,0.9866
