SONG_TITLE,ARTIST_NAME,Billboard_Year,Billboard_Rank,HitScore
Big Poppa / Warning,The Notorious B.I.G.,1995,47,0.54
Sukiyaki,4 P.M.,1995,48,0.53
I Wanna Be Down,Brandy,1995,49,0.52
I'll Make Love to You,Boyz II Men,1995,50,0.51
Dear Mama / Old School,2Pac,1995,51,0.5
Hold On,Jamie Walters,1995,52,0.49
Keep Their Heads Ringin',Dr. Dre,1995,53,0.48
The Rhythm of the Night,Corona,1995,54,0.47
Roll to Me,Del Amitri,1995,55,0.46
Scream / Childhood,Michael Jackson and Janet Jackson,1995,56,0.45
Freek'n You,Jodeci,1995,57,0.44
I Wish,Skee-Lo,1995,58,0.43
Believe,Elton John,1995,59,0.42
Carnival,Natalie Merchant,1995,60,0.41
You Don't Know How It Feels,Tom Petty,1995,61,0.4
Back for Good,Take That,1995,62,0.39
Tootsee Roll,69 Boyz,1995,63,0.38
You Want This / 70's Love Groove,Janet Jackson,1995,64,0.37
Tell Me,Groove Theory,1995,65,0.36
Can't You See,Total featuring The Notorious B.I.G.,1995,66,0.35
All I Wanna Do,Sheryl Crow,1995,67,0.34
This Lil' Game We Play,Subway featuring 702,1995,68,0.33
Come and Get Your Love,Real McCoy,1995,69,0.32
This Ain't a Love Song,Bon Jovi,1995,70,0.31
Secret,Madonna,1995,71,0.3
Player's Anthem,Junior M.A.F.I.A. featuring The Notorious B.I.G.,1995,72,0.29
Feel Me Flow,Naughty by Nature,1995,73,0.28
Every Day of the Week,Jade,1995,74,0.27
The Sweetest Days,Vanessa Williams,1995,75,0.26
Short Dick Man,20 Fingers featuring Gillette,1995,76,0.25
Brokenhearted,Brandy,1995,77,0.24
No More I Love You's,Annie Lennox,1995,78,0.23
You Used to Love Me,Faith Evans,1995,79,0.22
Constantly,Immature,1995,80,0.21
"Hold Me, Thrill Me, Kiss Me, Kill Me",U2,1995,81,0.2
100% Pure Love,Crystal Waters,1995,82,0.19
Ask of You,Raphael Saadiq,1995,83,0.18
Sugar Hill,AZ,1995,84,0.17
Good,Better Than Ezra,1995,85,0.16
Brown Sugar,D'Angelo,1995,86,0.15
Turn the Beat Around,Gloria Estefan,1995,87,0.14
'Til You Do Me Right,After 7,1995,88,0.13
1st of tha Month,Bone Thugs-n-Harmony,1995,89,0.12
Like the Way I Do / If I Wanted To,Melissa Etheridge,1995,90,0.11
I Live My Life for You,FireHouse,1995,91,0.1
Dream About You / Funky Melody,Stevie B,1995,92,0.09
Cotton Eye Joe,Rednex,1995,93,0.08
Thank You,Boyz II Men,1995,94,0.07
I'll Stand by You,The Pretenders,1995,95,0.06
I Miss You,N II U,1995,96,0.05
Give It 2 You,Da Brat,1995,97,0.04
Best Friend,Brandy,1995,98,0.03
Misery,Soul Asylum,1995,99,0.02
Can't Stop Lovin' You,Van Halen,1995,100,0.01
Macarena (Bayside Boys Mix),Los del Río,1996,1,1.0
One Sweet Day,Mariah Carey and Boyz II Men,1996,2,0.99
Because You Loved Me,Celine Dion,1996,3,0.98
Nobody Knows,The Tony Rich Project,1996,4,0.97
Always Be My Baby,Mariah Carey,1996,5,0.96
Give Me One Reason,Tracy Chapman,1996,6,0.95
Tha Crossroads,Bone Thugs-n-Harmony,1996,7,0.94
I Love You Always Forever,Donna Lewis,1996,8,0.93
You're Makin' Me High / Let It Flow,Toni Braxton,1996,9,0.92
Twisted,Keith Sweat,1996,10,0.91
C'mon N' Ride It (The Train),Quad City DJ's,1996,11,0.9
Missing,Everything but the Girl,1996,12,0.89
Ironic,Alanis Morissette,1996,13,0.88
Exhale (Shoop Shoop),Whitney Houston,1996,14,0.87
Follow You Down / Til I Hear It from You,Gin Blossoms,1996,15,0.86
Sittin' Up in My Room,Brandy,1996,16,0.85
How Do U Want It / California Love,2Pac featuring K-Ci and JoJo / 2Pac featuring Dr. Dre and Roger Troutman,1996,17,0.84
It's All Coming Back to Me Now,Celine Dion,1996,18,0.83
Change the World,Eric Clapton,1996,19,0.82
Hey Lover,LL Cool J featuring Boyz II Men,1996,20,0.81
Loungin,LL Cool J,1996,21,0.8
Insensitive,Jann Arden,1996,22,0.79
Be My Lover,La Bouche,1996,23,0.78
Name,Goo Goo Dolls,1996,24,0.77
Who Will Save Your Soul,Jewel,1996,25,0.76
Where Do You Go,No Mercy,1996,26,0.75
I Can't Sleep Baby (If I),R. Kelly,1996,27,0.74
Counting Blue Cars,Dishwalla,1996,28,0.73
You Learn / You Oughta Know,Alanis Morissette,1996,29,0.72
One of Us,Joan Osborne,1996,30,0.71
Wonder,Natalie Merchant,1996,31,0.7
Not Gon' Cry,Mary J. Blige,1996,32,0.69
Gangsta's Paradise,Coolio featuring L.V.,1996,33,0.68
Only You,112 featuring The Notorious B.I.G.,1996,34,0.67
Down Low (Nobody Has to Know),R. Kelly featuring Ronald Isley,1996,35,0.66
You're the One,SWV,1996,36,0.65
Sweet Dreams,La Bouche,1996,37,0.64
Before You Walk Out of My Life / Like This and Like That,Monica,1996,38,0.63
Breakfast at Tiffany's,Deep Blue Something,1996,39,0.62
"1, 2, 3, 4 (Sumpin' New)",Coolio,1996,40,0.61
The World I Know,Collective Soul,1996,41,0.6
No Diggity,Blackstreet featuring Dr. Dre,1996,42,0.59
Anything,3T,1996,43,0.58
1979,The Smashing Pumpkins,1996,44,0.57
Diggin' on You,TLC,1996,45,0.56
Why I Love You So Much / Ain't Nobody,Monica,1996,46,0.55
Kissin' You,Total,1996,47,0.54
Count on Me,Whitney Houston and CeCe Winans,1996,48,0.53
Fantasy,Mariah Carey,1996,49,0.52
Time,Hootie & the Blowfish,1996,50,0.51
You'll See,Madonna,1996,51,0.5
Last Night,Az Yet,1996,52,0.49
Mouth,Merril Bainbridge,1996,53,0.48
"The Earth, the Sun, the Rain",Color Me Badd,1996,54,0.47
All the Things (Your Man Won't Do),Joe,1996,55,0.46
Wonderwall,Oasis,1996,56,0.45
Woo Hah!! Got You All in Check / Everything Remains Raw,Busta Rhymes,1996,57,0.44
Tell Me,Groove Theory,1996,58,0.43
Elevators (Me & You),Outkast,1996,59,0.42
Hook,Blues Traveler,1996,60,0.41
Doin' It,LL Cool J,1996,61,0.4
Fastlove,George Michael,1996,62,0.39
"Touch Me, Tease Me",Case featuring Foxy Brown,1996,63,0.38
Tonite's tha Night,Kris Kross,1996,64,0.37
Children,Robert Miles,1996,65,0.36
Theme from Mission: Impossible,Adam Clayton and Larry Mullen,1996,66,0.35
Closer to Free,BoDeans,1996,67,0.34
Just a Girl,No Doubt,1996,68,0.33
If Your Girl Only Knew,Aaliyah,1996,69,0.32
Lady,D'Angelo,1996,70,0.31
Key West Intermezzo (I Saw You First),John Mellencamp,1996,71,0.3
Pony,Ginuwine,1996,72,0.29
Nobody,Keith Sweat featuring Athena Cage,1996,73,0.28
Old Man & Me (When I Get to Heaven),Hootie & the Blowfish,1996,74,0.27
If It Makes You Happy,Sheryl Crow,1996,75,0.26
As I Lay Me Down,Sophie B. Hawkins,1996,76,0.25
"Keep On, Keepin' On",MC Lyte featuring Xscape,1996,77,0.24
Jealousy,Natalie Merchant,1996,78,0.23
I Want to Come Over,Melissa Etheridge,1996,79,0.22
Who Do U Love,Deborah Cox,1996,80,0.21
Un-Break My Heart,Toni Braxton,1996,81,0.2
This Is Your Night,Amber,1996,82,0.19
You Remind Me of Something,R. Kelly,1996,83,0.18
Runaway,Janet Jackson,1996,84,0.17
Set U Free,Planet Soul,1996,85,0.16
Hit Me Off,New Edition,1996,86,0.15
No One Else,Total,1996,87,0.14
My Boo,Ghost Town DJ's,1996,88,0.13
Get Money,Junior M.A.F.I.A. featuring The Notorious B.I.G.,1996,89,0.12
That Girl,Maxi Priest featuring Shaggy,1996,90,0.11
Po Pimp,Do or Die featuring Twista,1996,91,0.1
Until It Sleeps,Metallica,1996,92,0.09
Hay,Crucial Conflict,1996,93,0.08
Beautiful Life,Ace of Base,1996,94,0.07
Back for Good,Take That,1996,95,0.06
I Got Id / Long Road,Pearl Jam,1996,96,0.05
Soon as I Get Home,Faith Evans,1996,97,0.04
Macarena,Los del Río,1996,98,0.03
Only Wanna Be with You,Hootie & the Blowfish,1996,99,0.02
Don't Cry,Seal,1996,100,0.01
Candle in the Wind 1997 / Something About the Way You Look Tonight,Elton John,1997,1,1.0
You Were Meant for Me / Foolish Games,Jewel,1997,2,0.99
I'll Be Missing You,Puff Daddy and Faith Evans featuring 112,1997,3,0.98
Un-Break My Heart,Toni Braxton,1997,4,0.97
Can't Nobody Hold Me Down,Puff Daddy featuring Mase,1997,5,0.96
I Believe I Can Fly,R. Kelly,1997,6,0.95
Don't Let Go (Love),En Vogue,1997,7,0.94
Return of the Mack,Mark Morrison,1997,8,0.93
How Do I Live,LeAnn Rimes,1997,9,0.92
Wannabe,Spice Girls,1997,10,0.91
Quit Playing Games (With My Heart),Backstreet Boys,1997,11,0.9
MMMBop,Hanson,1997,12,0.89
For You I Will,Monica,1997,13,0.88
You Make Me Wanna...,Usher,1997,14,0.87
Bitch,Meredith Brooks,1997,15,0.86
Nobody,Keith Sweat featuring Athena Cage,1997,16,0.85
Semi-Charmed Life,Third Eye Blind,1997,17,0.84
Barely Breathing,Duncan Sheik,1997,18,0.83
Hard to Say I'm Sorry,Az Yet featuring Peter Cetera,1997,19,0.82
Mo Money Mo Problems,The Notorious B.I.G. featuring Puff Daddy and Mase,1997,20,0.81
The Freshmen,The Verve Pipe,1997,21,0.8
I Want You,Savage Garden,1997,22,0.79
No Diggity,Blackstreet featuring Dr. Dre,1997,23,0.78
I Belong to You (Every Time I See Your Face),Rome,1997,24,0.77
Hypnotize,The Notorious B.I.G.,1997,25,0.76
Every Time I Close My Eyes,Babyface,1997,26,0.75
In My Bed,Dru Hill,1997,27,0.74
Say You'll Be There,Spice Girls,1997,28,0.73
Do You Know (What It Takes),Robyn,1997,29,0.72
4 Seasons of Loneliness,Boyz II Men,1997,30,0.71
G.H.E.T.T.O.U.T.,Changing Faces,1997,31,0.7
Honey,Mariah Carey,1997,32,0.69
I Believe in You and Me,Whitney Houston,1997,33,0.68
Da' Dip,Freak Nasty,1997,34,0.67
2 Become 1,Spice Girls,1997,35,0.66
All for You,Sister Hazel,1997,36,0.65
Cupid,112,1997,37,0.64
Where Have All the Cowboys Gone?,Paula Cole,1997,38,0.63
Sunny Came Home,Shawn Colvin,1997,39,0.62
It's Your Love,Tim McGraw with Faith Hill,1997,40,0.61
Ooh Aah... Just a Little Bit,Gina G,1997,41,0.6
Mouth,Merril Bainbridge,1997,42,0.59
All Cried Out,Allure featuring 112,1997,43,0.58
I'm Still in Love with You,New Edition,1997,44,0.57
Invisible Man,98 Degrees,1997,45,0.56
Not Tonight,"Lil' Kim featuring Da Brat, Left Eye, Missy Elliott and Angie Martinez",1997,46,0.55
Look into My Eyes,Bone Thugs-n-Harmony,1997,47,0.54
Get It Together,702,1997,48,0.53
All by Myself,Celine Dion,1997,49,0.52
It's All Coming Back to Me Now,Celine Dion,1997,50,0.51
My Love Is the Shhh!,Somethin' for the People featuring Trina & Tamara,1997,51,0.5
Where Do You Go,No Mercy,1997,52,0.49
I Finally Found Someone,Barbra Streisand and Bryan Adams,1997,53,0.48
I'll Be,Foxy Brown featuring Jay-Z,1997,54,0.47
If It Makes You Happy,Sheryl Crow,1997,55,0.46
Never Make a Promise,Dru Hill,1997,56,0.45
When You Love a Woman,Journey,1997,57,0.44
Up Jumps da Boogie,Magoo and Timbaland,1997,58,0.43
I Don't Want To / I Love Me Some Him,Toni Braxton,1997,59,0.42
Everyday Is a Winding Road,Sheryl Crow,1997,60,0.41
Cold Rock a Party,MC Lyte,1997,61,0.4
Pony,Ginuwine,1997,62,0.39
Building a Mystery,Sarah McLachlan,1997,63,0.38
I Love You Always Forever,Donna Lewis,1997,64,0.37
Your Woman,White Town,1997,65,0.36
C U When U Get There,Coolio featuring 40 Thevz,1997,66,0.35
Change the World,Eric Clapton,1997,67,0.34
My Baby Daddy,B-Rock and the Bizz,1997,68,0.33
Tubthumping,Chumbawamba,1997,69,0.32
Gotham City,R. Kelly,1997,70,0.31
Last Night,Az Yet,1997,71,0.3
ESPN Presents The Jock Jam,Various Artists,1997,72,0.29
Big Daddy,Heavy D,1997,73,0.28
What About Us,Total,1997,74,0.27
Smile,Scarface featuring 2Pac and Johnny P.,1997,75,0.26
What's on Tonight,Montell Jordan,1997,76,0.25
Secret Garden,Bruce Springsteen,1997,77,0.24
The One I Gave My Heart To,Aaliyah,1997,78,0.23
Fly Like an Eagle,Seal,1997,79,0.22
No Time,Lil' Kim featuring Puff Daddy,1997,80,0.21
Naked Eye,Luscious Jackson,1997,81,0.2
Macarena (Bayside Boys Mix),Los del Río,1997,82,0.19
On & On,Erykah Badu,1997,83,0.18
Don't Wanna Be a Player,Joe,1997,84,0.17
I Shot the Sheriff,Warren G,1997,85,0.16
You Should Be Mine (Don't Waste Your Time),Brian McKnight featuring Mase,1997,86,0.15
Don't Cry for Me Argentina,Madonna,1997,87,0.14
Someone,SWV featuring Puff Daddy,1997,88,0.13
Go the Distance,Michael Bolton,1997,89,0.12
One More Time,Real McCoy,1997,90,0.11
Butta Love,Next,1997,91,0.1
Coco Jamboo,Mr. President,1997,92,0.09
Twisted,Keith Sweat,1997,93,0.08
Barbie Girl,Aqua,1997,94,0.07
When You're Gone / Free to Decide,The Cranberries,1997,95,0.06
Let Me Clear My Throat,DJ Kool,1997,96,0.05
I Like It,The Blackout All-Stars,1997,97,0.04
You're Makin' Me High / Let It Flow,Toni Braxton,1997,98,0.03
You Must Love Me,Madonna,1997,99,0.02
Let It Go,Ray J,1997,100,0.01
Too Close,Next,1998,1,1.0
The Boy Is Mine,Brandy and Monica,1998,2,0.99
You're Still the One,Shania Twain,1998,3,0.98
Truly Madly Deeply,Savage Garden,1998,4,0.97
How Do I Live,LeAnn Rimes,1998,5,0.96
Together Again,Janet,1998,6,0.95
All My Life,K-Ci & JoJo,1998,7,0.94
Candle in the Wind 1997 / Something About the Way You Look Tonight,Elton John,1998,8,0.93
Nice & Slow,Usher,1998,9,0.92
I Don't Want to Wait,Paula Cole,1998,10,0.91
How's It Going to Be,Third Eye Blind,1998,11,0.9
"No, No, No",Destiny's Child,1998,12,0.89
My Heart Will Go On,Celine Dion,1998,13,0.88
Gettin' Jiggy wit It,Will Smith,1998,14,0.87
You Make Me Wanna...,Usher,1998,15,0.86
My Way,Usher,1998,16,0.85
My All,Mariah Carey,1998,17,0.84
The First Night,Monica,1998,18,0.83
Been Around the World,Puff Daddy featuring The Notorious B.I.G. and Mase,1998,19,0.82
Adia,Sarah McLachlan,1998,20,0.81
Crush,Jennifer Paige,1998,21,0.8
Everybody (Backstreet's Back),Backstreet Boys,1998,22,0.79
I Don't Want to Miss a Thing,Aerosmith,1998,23,0.78
Body Bumpin' (Yippie-Yi-Yo),Public Announcement,1998,24,0.77
This Kiss,Faith Hill,1998,25,0.76
I Don't Ever Want to See You Again,Uncle Sam,1998,26,0.75
Let's Ride,Montell Jordan featuring Master P and Silkk the Shocker,1998,27,0.74
Sex and Candy,Marcy Playground,1998,28,0.73
Show Me Love,Robyn,1998,29,0.72
A Song for Mama,Boyz II Men,1998,30,0.71
What You Want,Mase featuring Total,1998,31,0.7
Frozen,Madonna,1998,32,0.69
Gone till November,Wyclef Jean,1998,33,0.68
My Body,LSG,1998,34,0.67
Tubthumping,Chumbawamba,1998,35,0.66
Deja Vu (Uptown Baby),Lord Tariq and Peter Gunz,1998,36,0.65
I Want You Back,NSYNC,1998,37,0.64
When the Lights Go Out,Five,1998,38,0.63
They Don't Know,Jon B.,1998,39,0.62
Make 'Em Say Uhh!,"Master P featuring Fiend, Silkk the Shocker, Mia X and Mystikal",1998,40,0.61
Make It Hot,Nicole featuring Missy Elliott and Mocha,1998,41,0.6
Never Ever,All Saints,1998,42,0.59
I Get Lonely,Janet featuring Blackstreet,1998,43,0.58
Feel So Good,Mase,1998,44,0.57
Say It,Voices of Theory,1998,45,0.56
Kiss the Rain,Billie Myers,1998,46,0.55
Come with Me,Puff Daddy featuring Jimmy Page,1998,47,0.54
Romeo and Juliet,Sylk-E. Fyne featuring Chill,1998,48,0.53
It's All About Me,Mýa and Sisqo,1998,49,0.52
I Will Come to You,Hanson,1998,50,0.51
One Week,Barenaked Ladies,1998,51,0.5
Swing My Way,K. P. & Envyi,1998,52,0.49
The Arms of the One Who Loves You,Xscape,1998,53,0.48
My Love Is the Shhh!,Somethin' for the People featuring Trina & Tamara,1998,54,0.47
Daydreamin',Tatyana Ali,1998,55,0.46
We're Not Making Love No More,Dru Hill,1998,56,0.45
Semi-Charmed Life,Third Eye Blind,1998,57,0.44
I Do,Lisa Loeb,1998,58,0.43
Lookin' at Me,Mase featuring Puff Daddy,1998,59,0.42
Looking Through Your Eyes,LeAnn Rimes,1998,60,0.41
Lately,Divine,1998,61,0.4
Quit Playing Games (With My Heart),Backstreet Boys,1998,62,0.39
I Still Love You,Next,1998,63,0.38
Time After Time,INOJ,1998,64,0.37
Are You Jimmy Ray?,Jimmy Ray,1998,65,0.36
Cruel Summer,Ace of Base,1998,66,0.35
I Got the Hook Up,Master P featuring Sons of Funk,1998,67,0.34
Victory,Puff Daddy & the Family featuring The Notorious B.I.G. and Busta Rhymes,1998,68,0.33
Too Much,Spice Girls,1998,69,0.32
Ghetto Supastar (That Is What You Are),Pras Michel featuring Ol' Dirty Bastard and Mýa,1998,70,0.31
How Deep Is Your Love,Dru Hill featuring Redman,1998,71,0.3
Friend of Mine,Kelly Price,1998,72,0.29
Turn It Up (Remix)/Fire It Up,Busta Rhymes,1998,73,0.28
I'll Be,Edwin McCain,1998,74,0.27
Ray of Light,Madonna,1998,75,0.26
All for You,Sister Hazel,1998,76,0.25
Touch It,Monifah,1998,77,0.24
"Money, Power & Respect",The Lox featuring DMX and Lil' Kim,1998,78,0.23
Bitter Sweet Symphony,The Verve,1998,79,0.22
Dangerous,Busta Rhymes,1998,80,0.21
Spice Up Your Life,Spice Girls,1998,81,0.2
Because of You,98 Degrees,1998,82,0.19
The Mummers' Dance,Loreena McKennitt,1998,83,0.18
All Cried Out,Allure featuring 112,1998,84,0.17
Still Not a Player,Big Punisher featuring Joe,1998,85,0.16
The One I Gave My Heart To,Aaliyah,1998,86,0.15
Foolish Games / You Were Meant for Me,Jewel,1998,87,0.14
Love You Down,INOJ,1998,88,0.13
Do for Love,2Pac featuring Eric Williams,1998,89,0.12
Raise the Roof,Luke featuring No Good But So Good,1998,90,0.11
Heaven,Nu Flavor,1998,91,0.1
The Party Continues,JD featuring Da Brat,1998,92,0.09
Sock It 2 Me,Missy Elliott featuring Da Brat,1998,93,0.08
Butta Love,Next,1998,94,0.07
A Rose Is Still a Rose,Aretha Franklin,1998,95,0.06
4 Seasons of Loneliness,Boyz II Men,1998,96,0.05
Father,LL Cool J,1998,97,0.04
Thinkin' Bout It,Gerald Levert,1998,98,0.03
Nobody's Supposed to Be Here,Deborah Cox,1998,99,0.02
Westside,TQ,1998,100,0.01
Believe,Cher,1999,1,1.0
No Scrubs,TLC,1999,2,0.99
Angel of Mine,Monica,1999,3,0.98
Heartbreak Hotel,Whitney Houston featuring Faith Evans and Kelly Price,1999,4,0.97
...Baby One More Time,Britney Spears,1999,5,0.96
Kiss Me,Sixpence None the Richer,1999,6,0.95
Genie in a Bottle,Christina Aguilera,1999,7,0.94
Every Morning,Sugar Ray,1999,8,0.93
Nobody's Supposed to Be Here,Deborah Cox,1999,9,0.92
Livin' la Vida Loca,Ricky Martin,1999,10,0.91
Where My Girls At?,702,1999,11,0.9
If You Had My Love,Jennifer Lopez,1999,12,0.89
Slide,Goo Goo Dolls,1999,13,0.88
Have You Ever?,Brandy,1999,14,0.87
I Want It That Way,Backstreet Boys,1999,15,0.86
I'm Your Angel,R. Kelly and Celine Dion,1999,16,0.85
All Star,Smash Mouth,1999,17,0.84
Angel,Sarah McLachlan,1999,18,0.83
Smooth,Santana featuring Rob Thomas,1999,19,0.82
Unpretty,TLC,1999,20,0.81
"Bills, Bills, Bills",Destiny's Child,1999,21,0.8
Save Tonight,Eagle-Eye Cherry,1999,22,0.79
Last Kiss,Pearl Jam,1999,23,0.78
Fortunate,Maxwell,1999,24,0.77
All I Have to Give,Backstreet Boys,1999,25,0.76
Bailamos,Enrique Iglesias,1999,26,0.75
What's It Gonna Be?!,Busta Rhymes featuring Janet,1999,27,0.74
What It's Like,Everlast,1999,28,0.73
Fly Away,Lenny Kravitz,1999,29,0.72
Someday,Sugar Ray,1999,30,0.71
Lately,Divine,1999,31,0.7
That Don't Impress Me Much,Shania Twain,1999,32,0.69
Wild Wild West,Will Smith featuring Dru Hill and Kool Moe Dee,1999,33,0.68
Scar Tissue,Red Hot Chili Peppers,1999,34,0.67
Heartbreaker,Mariah Carey featuring Jay-Z,1999,35,0.66
I Still Believe,Mariah Carey,1999,36,0.65
The Hardest Thing,98 Degrees,1999,37,0.64
Summer Girls,LFO,1999,38,0.63
Can I Get A...,Jay-Z featuring Amil and Ja Rule,1999,39,0.62
Jumper,Third Eye Blind,1999,40,0.61
Doo Wop (That Thing),Lauryn Hill,1999,41,0.6
Mambo No. 5,Lou Bega,1999,42,0.59
Sweet Lady,Tyrese,1999,43,0.58
It's Not Right but It's Okay,Whitney Houston,1999,44,0.57
(God Must Have Spent) A Little More Time on You,NSYNC,1999,45,0.56
Lullaby,Shawn Mullins,1999,46,0.55
Anywhere,112 featuring Lil Zane,1999,47,0.54
Tell Me It's Real,K-Ci & JoJo,1999,48,0.53
Back 2 Good,Matchbox 20,1999,49,0.52
808,Blaque,1999,50,0.51
She's So High,Tal Bachman,1999,51,0.5
She's All I Ever Had,Ricky Martin,1999,52,0.49
Miami,Will Smith,1999,53,0.48
Hands,Jewel,1999,54,0.47
Who Dat,JT Money featuring Solé,1999,55,0.46
Please Remember Me,Tim McGraw,1999,56,0.45
From This Moment On,Shania Twain,1999,57,0.44
Love Like This,Faith Evans,1999,58,0.43
You,Jesse Powell,1999,59,0.42
Trippin',Total featuring Missy Elliott,1999,60,0.41
If You,Silk,1999,61,0.4
Ex-Factor,Lauryn Hill,1999,62,0.39
Give It to You,Jordan Knight,1999,63,0.38
Black Balloon,Goo Goo Dolls,1999,64,0.37
Spend My Life with You,Eric Benét featuring Tamia,1999,65,0.36
These Are the Times,Dru Hill,1999,66,0.35
I Don't Want to Miss a Thing,Mark Chesnutt,1999,67,0.34
I Do (Cherish You),98 Degrees,1999,68,0.33
Because of You,98 Degrees,1999,69,0.32
I Will Remember You,Sarah McLachlan,1999,70,0.31
Chanté's Got a Man,Chanté Moore,1999,71,0.3
Happily Ever After,Case,1999,72,0.29
My Love Is Your Love,Whitney Houston,1999,73,0.28
All Night Long,Faith Evans featuring Puff Daddy,1999,74,0.27
Back That Thang Up,Juvenile featuring Mannie Fresh and Lil Wayne,1999,75,0.26
Almost Doesn't Count,Brandy,1999,76,0.25
Man! I Feel Like a Woman!,Shania Twain,1999,77,0.24
Steal My Sunshine,Len,1999,78,0.23
I Need to Know,Marc Anthony,1999,79,0.22
So Anxious,Ginuwine,1999,80,0.21
Faded Pictures,Case featuring Joe,1999,81,0.2
Back at One,Brian McKnight,1999,82,0.19
When a Woman's Fed Up,R. Kelly,1999,83,0.18
How Forever Feels,Kenny Chesney,1999,84,0.17
Amazed,Lonestar,1999,85,0.16
Sometimes,Britney Spears,1999,86,0.15
Ghetto Cowboy,Mo Thugs,1999,87,0.14
Out of My Head,Fastball,1999,88,0.13
Hard Knock Life (Ghetto Anthem),Jay-Z,1999,89,0.12
Jamboree,Naughty by Nature featuring Zhané,1999,90,0.11
Take Me There,"Blackstreet featuring Mýa, Mase and Blinky Blink",1999,91,0.1
Stay the Same,Joey McIntyre,1999,92,0.09
A Lesson in Leavin',Jo Dee Messina,1999,93,0.08
Iris,Goo Goo Dolls,1999,94,0.07
Satisfy You,Puff Daddy featuring R. Kelly,1999,95,0.06
Better Days (And the Bottom Drops Out),Citizen King,1999,96,0.05
Music of My Heart,NSYNC and Gloria Estefan,1999,97,0.04
Write This Down,George Strait,1999,98,0.03
When You Believe,Whitney Houston and Mariah Carey,1999,99,0.02
(God Must Have Spent) A Little More Time on You,Alabama and NSYNC,1999,100,0.01
Breathe,Faith Hill,2000,1,1.0
Smooth,Santana featuring Rob Thomas,2000,2,0.99
Maria Maria,Santana featuring The Product G&B,2000,3,0.98
I Wanna Know,Joe,2000,4,0.97
Everything You Want,Vertical Horizon,2000,5,0.96
Say My Name,Destiny's Child,2000,6,0.95
I Knew I Loved You,Savage Garden,2000,7,0.94
Amazed,Lonestar,2000,8,0.93
Bent,Matchbox Twenty,2000,9,0.92
He Wasn't Man Enough,Toni Braxton,2000,10,0.91
Higher,Creed,2000,11,0.9
Try Again,Aaliyah,2000,12,0.89
"Jumpin', Jumpin'",Destiny's Child,2000,13,0.88
Thong Song,Sisqó,2000,14,0.87
Kryptonite,3 Doors Down,2000,15,0.86
There You Go,Pink,2000,16,0.85
Music,Madonna,2000,17,0.84
Doesn't Really Matter,Janet Jackson,2000,18,0.83
What a Girl Wants,Christina Aguilera,2000,19,0.82
Back at One,Brian McKnight,2000,20,0.81
Bye Bye Bye,NSYNC,2000,21,0.8
You Sang to Me,Marc Anthony,2000,22,0.79
I Need to Know,Marc Anthony,2000,23,0.78
Get It On Tonite,Montell Jordan,2000,24,0.77
Incomplete,Sisqó,2000,25,0.76
I Try,Macy Gray,2000,26,0.75
It's Gonna Be Me,NSYNC,2000,27,0.74
That's the Way It Is,Celine Dion,2000,28,0.73
Country Grammar (Hot Shit),Nelly,2000,29,0.72
Bring It All to Me,Blaque,2000,30,0.71
Show Me the Meaning of Being Lonely,Backstreet Boys,2000,31,0.7
Hot Boyz,"Missy Elliott featuring Nas, Eve and Q-Tip",2000,32,0.69
Back Here,BBMak,2000,33,0.68
It Feels So Good,Sonique,2000,34,0.67
Absolutely (Story of a Girl),Nine Days,2000,35,0.66
With Arms Wide Open,Creed,2000,36,0.65
Be with You,Enrique Iglesias,2000,37,0.64
Come On Over Baby (All I Want Is You),Christina Aguilera,2000,38,0.63
No More,Ruff Endz,2000,39,0.62
All the Small Things,Blink-182,2000,40,0.61
The Way You Love Me,Faith Hill,2000,41,0.6
I Turn to You,Christina Aguilera,2000,42,0.59
Never Let You Go,Third Eye Blind,2000,43,0.58
I Need You,LeAnn Rimes,2000,44,0.57
Thank God I Found You,Mariah Carey featuring Joe and 98 Degrees,2000,45,0.56
Let's Get Married,Jagged Edge,2000,46,0.55
My Love Is Your Love,Whitney Houston,2000,47,0.54
Then the Morning Comes,Smash Mouth,2000,48,0.53
Blue (Da Ba Dee),Eiffel 65,2000,49,0.52
Desert Rose,Sting featuring Cheb Mami,2000,50,0.51
The Real Slim Shady,Eminem,2000,51,0.5
Most Girls,Pink,2000,52,0.49
Wifey,Next,2000,53,0.48
Wonderful,Everclear,2000,54,0.47
Oops!... I Did It Again,Britney Spears,2000,55,0.46
I Wanna Love You Forever,Jessica Simpson,2000,56,0.45
Give Me Just One Night (Una Noche),98 Degrees,2000,57,0.44
Take a Picture,Filter,2000,58,0.43
Otherside,Red Hot Chili Peppers,2000,59,0.42
Big Pimpin',Jay-Z featuring UGK,2000,60,0.41
Purest of Pain (A Puro Dolor),Son by Four,2000,61,0.4
He Can't Love U,Jagged Edge,2000,62,0.39
Separated,Avant,2000,63,0.38
I Wish,Carl Thomas,2000,64,0.37
U Know What's Up,Donell Jones,2000,65,0.36
Faded,soulDecision featuring Thrust,2000,66,0.35
Only God Knows Why,Kid Rock,2000,67,0.34
Shake Ya Ass,Mystikal,2000,68,0.33
Bag Lady,Erykah Badu,2000,69,0.32
Meet Virginia,Train,2000,70,0.31
Party Up (Up in Here),DMX,2000,71,0.3
Case of the Ex (Whatcha Gonna Do),Mýa,2000,72,0.29
